Mã sản phẩm,Tên sản phẩm,Danh mục,Thương hiệu,Xuất xứ,Giá gốc,Giá bán hiện tại,Giảm giá,Định lượng,Số lượng đã bán,Số lượng hàng tồn kho,Số lượt xem sản phẩm,Điểm đánh giá,Số lượng đánh giá,Mùa phổ biến,Giá trị định lượng,Đơn vị,Định lượng (g),Định lượng (ml),Loại sản phẩm,Tổng doanh thu,Biên lợi nhuận,Lãi(+) / Lỗ(-) trên 1 sp,Tổng lãi/lỗ,Tỷ lệ chuyển đổi,Áp lực tồn kho,Rating_weighted,Xu hướng,Gợi ý chiến lược
100040009803,Mì Chùm Ngây Vị Chua Cay - Foodmap Consumer (Thùng 30 gói),Nhu yếu phẩm,FOODMAP,Việt Nam,396000.0,296000.0,0.25,2100g,1470,393,2826,4.2,50,4 mùa,2100.0,g,2100.0,,rắn,435120000.0,-0.25252525252525254,-100000.0,-147000000.0,0.5201698513800425,3.7404580152671754,16.51366765744217,Không rõ,"Có thể quảng bá quanh năm, ưu tiên chiến dịch dài hạn. Nguy cơ thiếu hàng → cần nhập thêm hoặc giảm quảng cáo. Thương hiệu mạnh → ra mắt sản phẩm mới hoặc giữ giá."
100040010178,Thùng Mì Chay Mix 2 Loại Mới (Thùng 30 gói),Nhu yếu phẩm,FOODMAP,Việt Nam,348000.0,259000.0,0.26,2100g,1281,428,3753,4.2,11,4 mùa,2100.0,g,2100.0,,rắn,331779000.0,-0.2557471264367816,-89000.0,-114009000.0,0.3413269384492406,2.9929906542056073,10.436607929109602,Không rõ,"Có thể quảng bá quanh năm, ưu tiên chiến dịch dài hạn. Nguy cơ thiếu hàng → cần nhập thêm hoặc giảm quảng cáo. Ít đánh giá tích cực → khuyến khích khách hàng để lại review. Thương hiệu mạnh → ra mắt sản phẩm mới hoặc giữ giá."
100040009802,Mì Chùm Ngây Vị Chua Cay - Foodmap Consumer (Combo 5 gói),Nhu yếu phẩm,FOODMAP,Việt Nam,66000.0,49000.0,0.26,350g,2608,318,7213,4.7,44,4 mùa,350.0,g,350.0,,rắn,127792000.0,-0.25757575757575757,-17000.0,-44336000.0,0.3615693886039096,8.20125786163522,17.891313701920502,Ổn định,"Giữ nguyên giá, tập trung quảng bá thương hiệu. Có thể quảng bá quanh năm, ưu tiên chiến dịch dài hạn. Sản phẩm nhiều lượt xem nhưng tỷ lệ mua thấp → tối ưu giá, hình ảnh hoặc mô tả. Nguy cơ thiếu hàng → cần nhập thêm hoặc giảm quảng cáo. Thương hiệu mạnh → ra mắt sản phẩm mới hoặc giữ giá."
100040009801,Mì Chùm Ngây Vị Chua Cay - Foodmap Consumer (Combo 10 gói),Nhu yếu phẩm,FOODMAP,Việt Nam,132000.0,110000.0,0.17,700g,2608,499,5782,4.5,38,4 mùa,700.0,g,700.0,,rắn,286880000.0,-0.16666666666666666,-22000.0,-57376000.0,0.4510549982704946,5.226452905811623,16.486027407583407,Ổn định,"Giữ nguyên giá, tập trung quảng bá thương hiệu. Có thể quảng bá quanh năm, ưu tiên chiến dịch dài hạn. Nguy cơ thiếu hàng → cần nhập thêm hoặc giảm quảng cáo. Thương hiệu mạnh → ra mắt sản phẩm mới hoặc giữ giá."
100040010196,Mì Chùm Ngây Vị Chua Cay - Foodmap Consumer (Combo 15 gói),Nhu yếu phẩm,FOODMAP,Việt Nam,210000.0,179000.0,0.15,1050g,2608,321,6480,4.7,24,4 mùa,1050.0,g,1050.0,,rắn,466832000.0,-0.14761904761904762,-31000.0,-80848000.0,0.4024691358024691,8.12461059190031,15.128716376880543,Ổn định,"Giữ nguyên giá, tập trung quảng bá thương hiệu. Có thể quảng bá quanh năm, ưu tiên chiến dịch dài hạn. Nguy cơ thiếu hàng → cần nhập thêm hoặc giảm quảng cáo. Thương hiệu mạnh → ra mắt sản phẩm mới hoặc giữ giá."
100030009556,Đường Thốt Nốt Dạng Viên - Đặc Sản Ngon Lành (1 Túi),Nhu yếu phẩm,Đặc Sản Ngon Lành,An Giang,55000.0,45000.0,0.18,500g,264,257,1023,4.5,42,4 mùa,500.0,g,500.0,,rắn,11880000.0,-0.18181818181818182,-10000.0,-2640000.0,0.25806451612903225,1.027237354085603,16.925400520621032,Không rõ,"Có thể quảng bá quanh năm, ưu tiên chiến dịch dài hạn. Nguy cơ thiếu hàng → cần nhập thêm hoặc giảm quảng cáo. Thương hiệu mạnh → ra mắt sản phẩm mới hoặc giữ giá."
100040008644,Bột Lá Chùm Ngây - Vườn Nhà Mình (1 Gói),Nhu yếu phẩm,FOODMAP,Việt Nam,90000.0,70000.0,0.22,100g,18,121,77,4.7,31,4 mùa,100.0,g,100.0,,rắn,1260000.0,-0.2222222222222222,-20000.0,-360000.0,0.23376623376623376,0.1487603305785124,16.288958743158716,Không rõ,"Có thể quảng bá quanh năm, ưu tiên chiến dịch dài hạn. Thương hiệu mạnh → ra mắt sản phẩm mới hoặc giữ giá."
100030008735,Dầu Ăn Cooking Oil Nutri Plus Tường An (1 Chai),Nhu yếu phẩm,VẠN CÁT,Việt Nam,79000.0,65000.0,0.18,1l,76,449,151,4.1,7,4 mùa,1.0,l,,1000.0,lỏng,4940000.0,-0.17721518987341772,-14000.0,-1064000.0,0.5033112582781457,0.16926503340757237,8.525710320887326,Không rõ,"Có thể quảng bá quanh năm, ưu tiên chiến dịch dài hạn. Ít đánh giá tích cực → khuyến khích khách hàng để lại review. Thương hiệu yếu → khuyến khích combo với thương hiệu mạnh hoặc quảng cáo thêm."
100030008042,Dầu Ăn Cooking Oil Nutri Plus Tường An (Combo 3 chai),Nhu yếu phẩm,VẠN CÁT,Việt Nam,230000.0,179000.0,0.22,3l,76,252,141,4.0,40,4 mùa,3.0,l,,3000.0,lỏng,13604000.0,-0.2217391304347826,-51000.0,-3876000.0,0.5390070921985816,0.30158730158730157,14.854288266817232,Không rõ,"Có thể quảng bá quanh năm, ưu tiên chiến dịch dài hạn. Thương hiệu yếu → khuyến khích combo với thương hiệu mạnh hoặc quảng cáo thêm."
100030009374,Dầu Ăn Cooking Oil Nutri Plus Tường An (Combo 2 chai),Nhu yếu phẩm,VẠN CÁT,Việt Nam,156000.0,124000.0,0.21,2l,76,496,370,4.9,21,4 mùa,2.0,l,,2000.0,lỏng,9424000.0,-0.20512820512820512,-32000.0,-2432000.0,0.20540540540540542,0.1532258064516129,15.146108021455749,Không rõ,"Có thể quảng bá quanh năm, ưu tiên chiến dịch dài hạn. Thương hiệu yếu → khuyến khích combo với thương hiệu mạnh hoặc quảng cáo thêm."
100030007764,Dầu Ăn Đậu Nành Tường An (1 Chai),Nhu yếu phẩm,VẠN CÁT,Việt Nam,75000.0,65000.0,0.13,1l,146,280,370,4.6,24,4 mùa,1.0,l,,1000.0,lỏng,9490000.0,-0.13333333333333333,-10000.0,-1460000.0,0.3945945945945946,0.5214285714285715,14.806828794393722,Không rõ,"Có thể quảng bá quanh năm, ưu tiên chiến dịch dài hạn. Thương hiệu yếu → khuyến khích combo với thương hiệu mạnh hoặc quảng cáo thêm."
100030009373,Dầu Ăn Đậu Nành Tường An (Combo 3 chai),Nhu yếu phẩm,VẠN CÁT,Việt Nam,225000.0,179000.0,0.2,3l,146,217,434,4.6,29,4 mùa,3.0,l,,3000.0,lỏng,26134000.0,-0.20444444444444446,-46000.0,-6716000.0,0.33640552995391704,0.6728110599078341,15.645507955645915,Không rõ,"Có thể quảng bá quanh năm, ưu tiên chiến dịch dài hạn. Thương hiệu yếu → khuyến khích combo với thương hiệu mạnh hoặc quảng cáo thêm."
100030009608,Dầu Ăn Đậu Nành Tường An (Thùng 12 chai),Nhu yếu phẩm,VẠN CÁT,Việt Nam,900000.0,660000.0,0.27,12l,146,382,434,4.0,36,4 mùa,12.0,l,,12000.0,lỏng,96360000.0,-0.26666666666666666,-240000.0,-35040000.0,0.33640552995391704,0.38219895287958117,14.443671650576897,Không rõ,"Có thể quảng bá quanh năm, ưu tiên chiến dịch dài hạn. Thương hiệu yếu → khuyến khích combo với thương hiệu mạnh hoặc quảng cáo thêm."
100040007870,Mì Chay Rong Biển - Miliket (Thùng 30 gói),Nhu yếu phẩm,Miliket,Việt Nam,210000.0,185000.0,0.12,2100g,12251,251,40538,4.2,15,4 mùa,2100.0,g,2100.0,,rắn,2266435000.0,-0.11904761904761904,-25000.0,-306275000.0,0.3022102718437022,48.808764940239044,11.644872633407081,Ổn định,"Giữ nguyên giá, tập trung quảng bá thương hiệu. Có thể quảng bá quanh năm, ưu tiên chiến dịch dài hạn. Sản phẩm nhiều lượt xem nhưng tỷ lệ mua thấp → tối ưu giá, hình ảnh hoặc mô tả. Nguy cơ thiếu hàng → cần nhập thêm hoặc giảm quảng cáo. Ít đánh giá tích cực → khuyến khích khách hàng để lại review. Thương hiệu mạnh → ra mắt sản phẩm mới hoặc giữ giá."
100040007705,Mì Chay Rong Biển - Miliket (Combo 3 gói),Nhu yếu phẩm,Miliket,Việt Nam,30000.0,21000.0,0.3,210g,12251,354,22153,4.1,40,4 mùa,210.0,g,210.0,,rắn,257271000.0,-0.3,-9000.0,-110259000.0,0.5530176499796867,34.60734463276836,15.225645473487662,Tăng trưởng,"Đề xuất giảm nhẹ giá (5-10%) để tăng thêm doanh số. Có thể quảng bá quanh năm, ưu tiên chiến dịch dài hạn. Nguy cơ thiếu hàng → cần nhập thêm hoặc giảm quảng cáo. Thương hiệu mạnh → ra mắt sản phẩm mới hoặc giữ giá."
100040007706,Mì Chay Rong Biển - Miliket (Combo 5 gói),Nhu yếu phẩm,Miliket,Việt Nam,37500.0,35000.0,0.07,350g,12251,182,36226,4.6,30,4 mùa,350.0,g,350.0,,rắn,428785000.0,-0.06666666666666667,-2500.0,-30627500.0,0.3381825208413846,67.31318681318682,15.796341140631672,Ổn định,"Giữ nguyên giá, tập trung quảng bá thương hiệu. Có thể quảng bá quanh năm, ưu tiên chiến dịch dài hạn. Sản phẩm nhiều lượt xem nhưng tỷ lệ mua thấp → tối ưu giá, hình ảnh hoặc mô tả. Nguy cơ thiếu hàng → cần nhập thêm hoặc giảm quảng cáo. Thương hiệu mạnh → ra mắt sản phẩm mới hoặc giữ giá."
100040007871,Mì Chay Rong Biển - Miliket (Combo 10 gói),Nhu yếu phẩm,Miliket,Việt Nam,75000.0,69000.0,0.08,700g,12251,336,38977,4.5,22,4 mùa,700.0,g,700.0,,rắn,845319000.0,-0.08,-6000.0,-73506000.0,0.31431356954101136,36.461309523809526,14.109723971681174,Ổn định,"Giữ nguyên giá, tập trung quảng bá thương hiệu. Có thể quảng bá quanh năm, ưu tiên chiến dịch dài hạn. Sản phẩm nhiều lượt xem nhưng tỷ lệ mua thấp → tối ưu giá, hình ảnh hoặc mô tả. Nguy cơ thiếu hàng → cần nhập thêm hoặc giảm quảng cáo. Ít đánh giá tích cực → khuyến khích khách hàng để lại review. Thương hiệu mạnh → ra mắt sản phẩm mới hoặc giữ giá."
100030000029,Đường Thốt Nốt Truyền Thống An Giang Nguyên Chất 100% - Đặc Sản Ngon Lành,Nhu yếu phẩm,Đặc Sản Ngon Lành,An Giang,180000.0,150000.0,0.17,850g,3331,401,10983,4.2,22,4 mùa,850.0,g,850.0,,rắn,499650000.0,-0.16666666666666666,-30000.0,-99930000.0,0.30328689793316943,8.306733167082294,13.16907570690243,Ổn định,"Giữ nguyên giá, tập trung quảng bá thương hiệu. Có thể quảng bá quanh năm, ưu tiên chiến dịch dài hạn. Sản phẩm nhiều lượt xem nhưng tỷ lệ mua thấp → tối ưu giá, hình ảnh hoặc mô tả. Nguy cơ thiếu hàng → cần nhập thêm hoặc giảm quảng cáo. Ít đánh giá tích cực → khuyến khích khách hàng để lại review. Thương hiệu mạnh → ra mắt sản phẩm mới hoặc giữ giá."
100020000553,Mật Hoa Dừa Nguyên Chất - SokFarm,Nhu yếu phẩm,Sokfarm,Trà Vinh,143000.0,132000.0,0.08,250g,258,283,547,4.8,20,4 mùa,250.0,g,250.0,,rắn,34056000.0,-0.07692307692307693,-11000.0,-2838000.0,0.4716636197440585,0.911660777385159,14.61370770107243,Không rõ,"Có thể quảng bá quanh năm, ưu tiên chiến dịch dài hạn. Thương hiệu yếu → khuyến khích combo với thương hiệu mạnh hoặc quảng cáo thêm."
100020010875,Cà Phê Trứng Hòa Tan Hà Nội,Cà phê,UFO Coffee,Hà Nội,75000.0,55000.0,0.27,128g,751,111,2293,4.3,5,Thu,128.0,g,128.0,,rắn,41305000.0,-0.26666666666666666,-20000.0,-15020000.0,0.32751853467073705,6.7657657657657655,7.704565717680636,Không rõ,Đẩy mạnh bán hàng từ tháng 4-9. Nguy cơ thiếu hàng → cần nhập thêm hoặc giảm quảng cáo. Ít đánh giá tích cực → khuyến khích khách hàng để lại review. Thương hiệu yếu → khuyến khích combo với thương hiệu mạnh hoặc quảng cáo thêm. Danh mục đang kém → cần chiến dịch quảng cáo hoặc giảm giá kích cầu.
100020010871,Cà Phê Sữa Đá Hòa Tan Sài Gòn,Cà phê,UFO Coffee,Sài Gòn,75000.0,49000.0,0.35,128g,683,334,1932,4.2,8,4 mùa,128.0,g,128.0,,rắn,33467000.0,-0.3466666666666667,-26000.0,-17758000.0,0.35351966873706003,2.0449101796407185,9.228343224812123,Không rõ,"Có thể quảng bá quanh năm, ưu tiên chiến dịch dài hạn. Nguy cơ thiếu hàng → cần nhập thêm hoặc giảm quảng cáo. Ít đánh giá tích cực → khuyến khích khách hàng để lại review. Thương hiệu yếu → khuyến khích combo với thương hiệu mạnh hoặc quảng cáo thêm. Danh mục đang kém → cần chiến dịch quảng cáo hoặc giảm giá kích cầu."
100020010818,Cà Phê Muối Hoà Tan Huế,Cà phê,UFO Coffee,Huế,60000.0,50000.0,0.17,128g,1249,247,3043,4.2,29,4 mùa,128.0,g,128.0,,rắn,62450000.0,-0.16666666666666666,-10000.0,-12490000.0,0.41045021360499506,5.05668016194332,14.285029002981053,Không rõ,"Có thể quảng bá quanh năm, ưu tiên chiến dịch dài hạn. Nguy cơ thiếu hàng → cần nhập thêm hoặc giảm quảng cáo. Ít đánh giá tích cực → khuyến khích khách hàng để lại review. Thương hiệu yếu → khuyến khích combo với thương hiệu mạnh hoặc quảng cáo thêm. Danh mục đang kém → cần chiến dịch quảng cáo hoặc giảm giá kích cầu."
100020010819,Cà Phê Muối Hoà Tan Huế (Combo 3 hộp),Cà phê,UFO Coffee,Huế,195000.0,145000.0,0.2,384g,2260,281,5383,4.6,28,4 mùa,384.0,g,384.0,,rắn,327700000.0,-0.2564102564102564,-50000.0,-113000000.0,0.4198402377856214,8.042704626334519,15.48956081793778,Ổn định,"Giữ nguyên giá, tập trung quảng bá thương hiệu. Có thể quảng bá quanh năm, ưu tiên chiến dịch dài hạn. Nguy cơ thiếu hàng → cần nhập thêm hoặc giảm quảng cáo. Thương hiệu yếu → khuyến khích combo với thương hiệu mạnh hoặc quảng cáo thêm. Danh mục đang kém → cần chiến dịch quảng cáo hoặc giảm giá kích cầu."
100020010152,Thùng 24 Ly Trà Sữa (16 Oolong Nướng + 8 Hồng Trà Sữa),Trà Sữa,Maloca,Thái Nguyên,360000.0,310000.0,0.14,15000g,705,440,2094,4.8,19,Hè,15000.0,g,15000.0,,rắn,218550000.0,-0.1388888888888889,-50000.0,-35250000.0,0.336676217765043,1.6022727272727273,14.379514913059156,Không rõ,Đẩy mạnh bán hàng từ tháng 4-9. Nguy cơ thiếu hàng → cần nhập thêm hoặc giảm quảng cáo. Ít đánh giá tích cực → khuyến khích khách hàng để lại review. Thương hiệu yếu → khuyến khích combo với thương hiệu mạnh hoặc quảng cáo thêm. Danh mục đang kém → cần chiến dịch quảng cáo hoặc giảm giá kích cầu.
100020010173,Combo 12 Ly Trà Sữa (8 Oolong Nướng + 4 Hồng Trà Sữa),Trà Sữa,Maloca,Thái Nguyên,240000.0,155000.0,0.35,12000g,510,500,1450,4.8,35,Hè,12000.0,g,12000.0,,rắn,79050000.0,-0.3541666666666667,-85000.0,-43350000.0,0.35172413793103446,1.02,17.200890904589325,Không rõ,Đẩy mạnh bán hàng từ tháng 4-9. Nguy cơ thiếu hàng → cần nhập thêm hoặc giảm quảng cáo. Thương hiệu yếu → khuyến khích combo với thương hiệu mạnh hoặc quảng cáo thêm. Danh mục đang kém → cần chiến dịch quảng cáo hoặc giảm giá kích cầu.
100020010080,Combo 4 Ly Trà Sữa Oolong + 2 Ly Hồng Trà Sữa,Trà Sữa,Maloca,Thái Nguyên,120000.0,90000.0,0.25,9000g,361,303,1238,4.3,45,Hè,9000.0,g,9000.0,,rắn,32490000.0,-0.25,-30000.0,-10830000.0,0.29159935379644586,1.1914191419141915,16.463158004903107,Không rõ,Đẩy mạnh bán hàng từ tháng 4-9. Nguy cơ thiếu hàng → cần nhập thêm hoặc giảm quảng cáo. Thương hiệu yếu → khuyến khích combo với thương hiệu mạnh hoặc quảng cáo thêm. Danh mục đang kém → cần chiến dịch quảng cáo hoặc giảm giá kích cầu.
100020009911,Trà Thái Đỏ Túi Lọc Savo,Trà,Savo,Thái Nguyên,65000.0,57000.0,0.12,300g,209,286,831,4.3,38,Hè,300.0,g,300.0,,rắn,11913000.0,-0.12307692307692308,-8000.0,-1672000.0,0.25150421179302046,0.7307692307692307,15.753315078357478,Không rõ,Đẩy mạnh bán hàng từ tháng 4-9. Thương hiệu yếu → khuyến khích combo với thương hiệu mạnh hoặc quảng cáo thêm. Danh mục đang kém → cần chiến dịch quảng cáo hoặc giảm giá kích cầu.
100020009910,Trà Thái Xanh Túi Lọc Savo,Trà,Savo,Thái Nguyên,100000.0,89000.0,0.11,300g,351,119,1437,4.9,6,Hè,300.0,g,300.0,,rắn,31239000.0,-0.11,-11000.0,-3861000.0,0.24425887265135698,2.9495798319327733,9.534959730371035,Không rõ,Đẩy mạnh bán hàng từ tháng 4-9. Nguy cơ thiếu hàng → cần nhập thêm hoặc giảm quảng cáo. Ít đánh giá tích cực → khuyến khích khách hàng để lại review. Thương hiệu yếu → khuyến khích combo với thương hiệu mạnh hoặc quảng cáo thêm. Danh mục đang kém → cần chiến dịch quảng cáo hoặc giảm giá kích cầu.
100020009656,Hồng Trà Túi Lọc Savo,Trà,Savo,Thái Nguyên,49000.0,33000.0,0.33,300g,20,275,40,4.6,43,Hè,300.0,g,300.0,,rắn,660000.0,-0.32653061224489793,-16000.0,-320000.0,0.5,0.07272727272727272,17.407272316024,Giảm sút,"Giảm giá không hiệu quả, xem xét thu hẹp hoặc thay đổi sản phẩm. Đẩy mạnh bán hàng từ tháng 4-9. Thương hiệu yếu → khuyến khích combo với thương hiệu mạnh hoặc quảng cáo thêm. Danh mục đang kém → cần chiến dịch quảng cáo hoặc giảm giá kích cầu."
100020008247,Trà Bí Đao Hạt Chia Will,Trà,GUNGON,Thái Nguyên,40000.0,33000.0,0.18,168g,20,376,48,4.2,6,Hè,168.0,g,168.0,,rắn,660000.0,-0.175,-7000.0,-140000.0,0.4166666666666667,0.05319148936170213,8.172822626032316,Không rõ,Đẩy mạnh bán hàng từ tháng 4-9. Ít đánh giá tích cực → khuyến khích khách hàng để lại review. Thương hiệu yếu → khuyến khích combo với thương hiệu mạnh hoặc quảng cáo thêm. Danh mục đang kém → cần chiến dịch quảng cáo hoặc giảm giá kích cầu.
100020008248,Trà Kim Quất Mật Ong Will,Trà,GUNGON,Thái Nguyên,40000.0,33000.0,0.18,168g,2,261,23,4.0,41,Đông,168.0,g,168.0,,rắn,66000.0,-0.175,-7000.0,-14000.0,0.08695652173913043,0.007662835249042145,14.950678473133474,Không rõ,Đẩy mạnh bán hàng từ tháng 10-2. Thương hiệu yếu → khuyến khích combo với thương hiệu mạnh hoặc quảng cáo thêm. Danh mục đang kém → cần chiến dịch quảng cáo hoặc giảm giá kích cầu.
100020000995,Trà Xanh Nhài,Trà,Cozy,Hồ Chí Minh,35000.0,33000.0,0.06,50g,426,261,964,4.0,15,4 mùa,50.0,g,50.0,,rắn,14058000.0,-0.05714285714285714,-2000.0,-852000.0,0.44190871369294604,1.632183908045977,11.090354888959125,Không rõ,"Có thể quảng bá quanh năm, ưu tiên chiến dịch dài hạn. Nguy cơ thiếu hàng → cần nhập thêm hoặc giảm quảng cáo. Ít đánh giá tích cực → khuyến khích khách hàng để lại review. Thương hiệu yếu → khuyến khích combo với thương hiệu mạnh hoặc quảng cáo thêm. Danh mục đang kém → cần chiến dịch quảng cáo hoặc giảm giá kích cầu."
100020000509,Trà OLong Mộc Châu Vị Ngọt Sâu,Trà,Maloca,Thái Nguyên,138000.0,89000.0,0.36,100g,1116,381,2011,4.1,26,4 mùa,100.0,g,100.0,,rắn,99324000.0,-0.35507246376811596,-49000.0,-54684000.0,0.5549477871705619,2.9291338582677167,13.512931150617748,Không rõ,"Có thể quảng bá quanh năm, ưu tiên chiến dịch dài hạn. Nguy cơ thiếu hàng → cần nhập thêm hoặc giảm quảng cáo. Ít đánh giá tích cực → khuyến khích khách hàng để lại review. Thương hiệu yếu → khuyến khích combo với thương hiệu mạnh hoặc quảng cáo thêm. Danh mục đang kém → cần chiến dịch quảng cáo hoặc giảm giá kích cầu."
100020010419,Trà Cooling Pyramid,Trà,Đặc sản ngon lành,Huế,115000.0,86000.0,0.25,30g,166,307,305,4.8,16,4 mùa,30.0,g,30.0,,rắn,14276000.0,-0.25217391304347825,-29000.0,-4814000.0,0.5442622950819672,0.5407166123778502,13.599424051469837,Không rõ,"Có thể quảng bá quanh năm, ưu tiên chiến dịch dài hạn. Ít đánh giá tích cực → khuyến khích khách hàng để lại review. Thương hiệu yếu → khuyến khích combo với thương hiệu mạnh hoặc quảng cáo thêm. Danh mục đang kém → cần chiến dịch quảng cáo hoặc giảm giá kích cầu."
100020010579,Cà Phê Túi Lọc Tiện Lợi,Cà phê,UFO Coffee,Hà Nội,96000.0,55000.0,0.43,320g,429,372,857,4.7,35,4 mùa,320.0,g,320.0,,rắn,23595000.0,-0.4270833333333333,-41000.0,-17589000.0,0.5005834305717619,1.153225806451613,16.842539010743717,Không rõ,"Có thể quảng bá quanh năm, ưu tiên chiến dịch dài hạn. Nguy cơ thiếu hàng → cần nhập thêm hoặc giảm quảng cáo. Thương hiệu yếu → khuyến khích combo với thương hiệu mạnh hoặc quảng cáo thêm. Danh mục đang kém → cần chiến dịch quảng cáo hoặc giảm giá kích cầu."
400050009561,Hồng Vuông Treo Gió Đà Lạt (Lên Phấn Đường),Ô mai,Đặc sản ngon lành,Đà Lạt,150000.0,110000.0,0.27,250g,6,323,97,4.5,6,4 mùa,250.0,g,250.0,,rắn,660000.0,-0.26666666666666666,-40000.0,-240000.0,0.061855670103092786,0.018575851393188854,8.75659567074891,Không rõ,"Có thể quảng bá quanh năm, ưu tiên chiến dịch dài hạn. Ít đánh giá tích cực → khuyến khích khách hàng để lại review. Thương hiệu yếu → khuyến khích combo với thương hiệu mạnh hoặc quảng cáo thêm. Danh mục đang kém → cần chiến dịch quảng cáo hoặc giảm giá kích cầu."
100020005436,Rượu Mơ (chai 250ml),Rượu,EMMO,Huế,238000.0,175000.0,0.26,250ml,591,133,1737,4.5,9,4 mùa,250.0,ml,,250000.0,lỏng,103425000.0,-0.2647058823529412,-63000.0,-37233000.0,0.34024179620034545,4.443609022556391,10.361632918473207,Không rõ,"Có thể quảng bá quanh năm, ưu tiên chiến dịch dài hạn. Nguy cơ thiếu hàng → cần nhập thêm hoặc giảm quảng cáo. Ít đánh giá tích cực → khuyến khích khách hàng để lại review. Thương hiệu yếu → khuyến khích combo với thương hiệu mạnh hoặc quảng cáo thêm. Danh mục đang kém → cần chiến dịch quảng cáo hoặc giảm giá kích cầu."
100020005437,Rượu Mơ (chai 500ml),Rượu,EMMO,Huế,350000.0,310000.0,0.11,500ml,350,421,945,4.3,7,4 mùa,500.0,ml,,500000.0,lỏng,108500000.0,-0.11428571428571428,-40000.0,-14000000.0,0.37037037037037035,0.831353919239905,8.941598629223293,Không rõ,"Có thể quảng bá quanh năm, ưu tiên chiến dịch dài hạn. Ít đánh giá tích cực → khuyến khích khách hàng để lại review. Thương hiệu yếu → khuyến khích combo với thương hiệu mạnh hoặc quảng cáo thêm. Danh mục đang kém → cần chiến dịch quảng cáo hoặc giảm giá kích cầu."
400050010058,Dừa Sọ Tươi Ngon,Hoa quả,FOODMAP Fruits,Tiền Giang,169000.0,123000.0,0.27,2700g,1287,137,3973,4.9,30,4 mùa,2700.0,g,2700.0,,rắn,158301000.0,-0.27218934911242604,-46000.0,-59202000.0,0.32393657186005537,9.394160583941606,16.82653730197722,Không rõ,"Có thể quảng bá quanh năm, ưu tiên chiến dịch dài hạn. Nguy cơ thiếu hàng → cần nhập thêm hoặc giảm quảng cáo. Thương hiệu yếu → khuyến khích combo với thương hiệu mạnh hoặc quảng cáo thêm."
400050000119,"Bơ Booth Chín Già, Dẻo, Thơm",Hoa quả,FOODMAP Fruits,Lâm Đồng,75000.0,39000.0,0.48,1000g,432,113,1357,4.2,12,4 mùa,1000.0,g,1000.0,,rắn,16848000.0,-0.48,-36000.0,-15552000.0,0.318349299926308,3.8230088495575223,10.772787301338456,Không rõ,"Có thể quảng bá quanh năm, ưu tiên chiến dịch dài hạn. Nguy cơ thiếu hàng → cần nhập thêm hoặc giảm quảng cáo. Ít đánh giá tích cực → khuyến khích khách hàng để lại review. Thương hiệu yếu → khuyến khích combo với thương hiệu mạnh hoặc quảng cáo thêm."
100010010147,Hồng Treo Gió Đà Lạt,Đặc sản,Đặc sản ngon lành,Đà Lạt,199000.0,129000.0,0.35,400g,888,434,1806,4.7,34,Đông,400.0,g,400.0,,rắn,114552000.0,-0.35175879396984927,-70000.0,-62160000.0,0.49169435215946844,2.046082949308756,16.710135889000245,Không rõ,Đẩy mạnh bán hàng từ tháng 10-2. Nguy cơ thiếu hàng → cần nhập thêm hoặc giảm quảng cáo. Thương hiệu yếu → khuyến khích combo với thương hiệu mạnh hoặc quảng cáo thêm. Danh mục đang kém → cần chiến dịch quảng cáo hoặc giảm giá kích cầu.
400050009718,Sầu Riêng Ri6,Trái Cây,VUA SẦU RIÊNG,Miền Tây,479000.0,319000.0,0.33,1500g,1184,500,1609,4.4,42,Hè,1500.0,g,1500.0,,rắn,377696000.0,-0.33402922755741127,-160000.0,-189440000.0,0.7358607830950901,2.368,16.549280509051677,Không rõ,Đẩy mạnh bán hàng từ tháng 4-9. Nguy cơ thiếu hàng → cần nhập thêm hoặc giảm quảng cáo. Thương hiệu yếu → khuyến khích combo với thương hiệu mạnh hoặc quảng cáo thêm. Danh mục đang kém → cần chiến dịch quảng cáo hoặc giảm giá kích cầu.
